articleID;review1;review2;review3
173350;7432932|B'urna' b'mi' b'in'.|accept;7433034|B'ante' b've' b'a' b'lorem' b'elit' b'mus' b'a' b'felis' b'duis' b'nunc' b'dui' b'a'.|accept;7432929|B'quam' b'ut' b'a' b'quam' b'a' b'ut' b'a'.|reject
173355;7432882|B'duis' b'ad' b've' b'a' b'orci' b'a' b'at' b'augue' b'tellus' b'donec'.|accept;7432915|B'urna' b'et' b'eget' b'a' b'a' b'a' b'curae' b'a' b'a' b'nam' b'varius'.|accept;7432899|B'quam' b'eu' b'a' b'a' b'fusce' b'a' b'pellentesque' b'leo'.|reject
173358;7433080|B'nunc' b'at' b'a' b'augue' b'a' b'a' b'a' b'a' b'non' b'ac' b'sit' b'a' b'a' b'in' b'a' b'tellus' b'at' b'a'.|accept;7433088|B'nisl' b'mi' b've' b'sed' b'nisi' b'a' b'a' b'a'.|accept;7432927|B'erat' b'ad' b'a' b'odio' b'a' b'a' b'a' b'tristique' b'porta' b'mi' b'a'.|reject
173363;7432901|B'cras' b'id' b'a' b'in' b'nam' b'hendrerit' b'dictum' b'eu' b'a' b'a' b'a'.|accept;7433026|B'cras' b'mi' b've' b'a' b'velit' b'a'.|reject;7433053|B'nunc' b'ac'.|accept
173365;7432880|B'quis' b'eu' b'ad' b'a' b'a' b'a' b'a'.|reject;7433057|B'elit' b'eu'.|accept;7433110|B'nisi' b'at'.|accept
173368;7432986|B'diam' b'ut' b'a'.|reject;7433001|B'nisl' b'at' b'a' b'nostra'.|accept;7432866|B'enim' b'ad' b'a' b'mi' b'aenean' b'a' b'ac' b'sed' b'imperdiet' b'semper' b'ut' b'orci'.|accept
173369;7433026|B'quis' b'ac' b'a'.|accept;7432942|B'enim' b've'.|reject;7433079|B'enim' b'ut' b'a' b'a' b'a' b'mi' b'nisl' b'sit' b'a' b'a' b'donec' b'a'.|accept
173373;7433055|B'odio' b'ac' b'a' b'a'.|accept;7433094|B'quam' b'in' b'a' b'dictum' b'mauris' b'euismod' b'a' b'rhoncus' b'et' b'nunc' b'a' b'a' b'a' b'hac' b'a' b'proin'.|accept;7433092|B'orci' b'mi' b'a' b'a' b'posuere' b'a' b'per' b'non'.|reject
173379;7433083|B'nunc' b'ut' b'a' b'a' b'a' b'enim' b'a' b'a' b'a' b'a' b'ac' b'varius' b'a'.|accept;7432873|B'eget' b've' b'a' b'a' b'a' b've' b'sociis' b'felis'.|accept;7433073|B'ante' b'eu' b'ad' b'a' b'mauris' b'a' b'elit' b'id' b'a' b'dolor' b'lacinia' b'sed' b'ad' b'litora' b'curae' b'a'.|reject
173380;7432955|B'ante' b'ad' b'a' b'at'.|accept;7433104|B'erat' b'at' b'a' b'et'.|reject;7432954|B'quis' b'at' b'a' b've' b'duis' b'nec'.|accept
173383;7433011|B'enim' b'at' b'a' b'lacus' b'risus'.|accept;7432922|B'odio' b've' b'a' b'a' b'id' b'non' b'velit' b'eget'.|reject;7432877|B'nisl' b'ut' b'erat'.|accept
173388;7433098|B'amet' b'id'.|accept;7432898|B'odio' b'eu' b'a' b'a' b'integer' b'tempus'.|reject;7432895|B'cras' b'mi' b'a' b've' b'dui' b'purus' b'nibh' b'a'.|accept
173389;7432889|B'quam' b've'.|reject;7433019|B'arcu' b'eu' b'nonummy' b'a' b'pellentesque' b'duis' b'sed'.|accept;7433007|B'urna' b'et' b'at' b'bibendum'.|accept
173400;7433069|B'nibh' b'ut' b'in'.|reject;7433083|B'pede' b'mi' b'ac' b'eros'.|accept;7433044|B'odio' b'mi' b'a' b'senectus' b'a' b'per' b'felis' b'ut' b'tempus' b'torquent' b'turpis' b'a'.|accept
173404;7432969|B'amet' b'at' b'a' b've'.|accept;7433049|B'cras' b'in' b've'.|reject;7432973|B'erat' b've' b'a' b'a' b'at'.|accept
173407;7432916|B'diam' b've' b'a' b'massa' b'a' b'malesuada' b'a' b'id'.|accept;7432962|B'urna' b'et' b'a' b'a' b'massa' b'a' b'a' b'duis' b'a' b'quisque' b'luctus' b'id'.|accept;7432875|B'enim' b'in' b'a' b'cum' b'massa'.|reject
173410;7432982|B'quam' b'ut' b'a' b'sed' b'a'.|accept;7432946|B'pede' b'et' b'a' b'hac' b'a' b'purus' b'felis' b'consectetuer' b'dapibus' b'cras' b'a' b'a' b'a' b'a' b'amet' b'odio'.|accept;7432873|B'ante' b'in' b'ac'.|reject
173412;7433001|B'enim' b'ad' b'a' b'et' b'a' b'a' b'quis' b'a'.|accept;7433044|B'eros' b'mi' b'rhoncus' b'a'.|reject;7433018|B'arcu' b'ad' b'a' b'a' b'class' b'cum'.|accept
173416;7433063|B'nibh' b'ad'.|reject;7432968|B'ante' b've' b'a' b'ante' b'a' b'eni' b'tempus' b'nulla' b'a' b'a'.|accept;7433033|B'urna' b'ad' b'a' b'a' b'a' b'nullam' b'nec' b'ipsum' b'mi' b'a' b'vel' b'a' b'sem'.|accept
173419;7432905|B'ante' b'et'.|accept;7433023|B'orci' b'id'.|reject;7432870|B'elit' b'ut' b'a'.|accept
173420;7432907|B'diam' b'eu' b'a' b'felis' b'mi'.|accept;7433090|B'eros' b'ut' b'a' b'ut' b'mi'.|accept;7432876|B'eros' b've' b'a' b'dolor' b'in' b'magna'.|reject
173422;7432881|B'nunc' b'eu' b'id' b'eu' b'a' b'ut' b'laoreet' b'bibendum' b'sem'.|reject;7433059|B'diam' b've' b'a' b'leo' b'cum' b'a' b'a' b'leo' b'a' b'massa' b'a'.|accept;7433084|B'arcu' b'et' b'a' b'a' b'eu' b'a' b'a' b'ut' b'duis' b'ad' b'eros' b'urna' b'a' b'a'.|accept
173424;7433031|B'quam' b'ut' b'in' b'a'.|accept;7433086|B'quis' b'mi'.|reject;7433094|B'nisl' b'mi' b'a' b'duis'.|accept
173425;7432898|B'nisl' b'et' b'ante' b'sit' b'a' b'a' b'ad' b'dis'.|accept;7433044|B'nisl' b'ad'.|accept;7433033|B'odio' b'at' b'a' b'mi' b'a' b'a' b'orci' b'a' b'a' b'a' b'a' b'a'.|reject
173426;7432950|B'eros' b'ac' b'ut' b'a'.|accept;7433071|B'nunc' b'ut' b'a' b'ad' b'litora'.|reject;7433069|B'nunc' b'id' b'a' b'a' b'a' b'vestibulum' b'pede' b'morbi' b'sollicitudin' b'nisi'.|accept
173429;7432991|B'quam' b'ac' b'a'.|accept;7432913|B'eros' b'eu'.|reject;7433100|B'pede' b'id' b'a' b'nam' b'orci' b'a' b'a' b'eros'.|accept
173434;7432980|B'nisl' b'id' b'a' b'a' b'ornare' b'a' b'a' b'auctor' b'massa' b'a'.|accept;7432963|B'quam' b'ad' b'at' b'a' b'a' b'a' b'per' b'a' b'est' b'mi' b'conubia' b'metus' b'urna'.|accept;7433106|B'nisl' b'id'.|reject
173436;7432971|B'quis' b'ut'.|accept;7432995|B'erat' b'ac' b'a' b'netus' b'a' b'cum' b'a' b'nam' b'a' b'gravida' b'a'.|accept;7432935|B'diam' b'id'.|reject
173438;7432870|B'duis' b'ut'.|reject;7433047|B'odio' b'eu'.|accept;7433076|B'orci' b'ut' b'a' b'hac' b'sem' b'cursus' b'erat' b'a' b'a' b've' b'convallis' b'etiam' b'ad' b'montes' b'a' b'in'.|accept
173444;7432922|B'nisi' b'et' b'posuere' b'risus' b'quam' b'nisl' b'a' b'a' b'a' b'a' b'a'.|accept;7432929|B'nibh' b'at'.|accept;7433045|B'nisi' b'ut' b'nibh' b'curae' b'ad' b'a' b'a' b'a' b'nibh'.|reject
173445;7433039|B'ante' b've'.|accept;7432999|B'erat' b'ad' b'a' b'mi' b'quis' b'sociis' b'a' b'auctor'.|reject;7432905|B'quam' b'ut' b'a' b'a' b'pede' b'a' b'non'.|accept
173450;7432898|B'orci' b'ad' b'a' b'eni' b'diam' b'quam' b'mollis' b'a' b'cum'.|accept;7432960|B'pede' b'id' b'a' b'a' b'sodales' b'eni'.|reject;7432999|B'odio' b'ac' b'a'.|accept
173454;7432984|B'quam' b'eu' b'ad' b'a' b'molestie' b'consectetuer' b'nunc' b'a' b'a'.|accept;7433001|B'nisl' b'eu' b'ut' b'a'.|reject;7432912|B'nunc' b'eu' b'a' b'morbi' b'phasellus' b'nam'.|accept
173455;7432958|B'quis' b'et' b'a' b'risus' b'penatibus' b'sem' b'a' b'augue'.|accept;7432979|B'eget' b'et' b'a'.|reject;7432955|B'eget' b'et' b'ac' b'magna' b'posuere' b'mattis' b'volutpat' b'luctus' b'a'.|accept
173458;7433060|B'ante' b'id' b'a' b've' b'tortor' b'a' b'id' b'a' b'nisi' b'at' b'a'.|reject;7433039|B'quis' b'ac' b'a' b've' b'est' b'a'.|accept;7433102|B'eget' b'id' b'a' b'a' b'a' b'a' b'primis' b'eni' b'a' b'rhoncus' b'a' b'et' b'nunc' b'a' b'a'.|accept
173461;7433045|B'eros' b'eu' b'a' b'sed' b'a'.|accept;7433036|B'quam' b'ut' b'a' b'a'.|reject;7432934|B'orci' b'ac' b'a' b'dis' b'porta' b'a' b'a' b'cursus' b'vulputate' b'conubia' b'a' b'dui'.|accept
173463;7432972|B'ante' b'id' b'nunc' b'ut' b'aliquet' b'magna' b'ac' b'a' b'orci' b'a' b'a' b'a' b'eu' b'a'.|accept;7433091|B'pede' b'ut' b'a'.|reject;7432889|B'erat' b'at' b'a' b'platea' b'libero' b'sollicitudin' b'a' b've' b'a' b'donec' b'pellentesque' b'orci'.|accept
173464;7433064|B'urna' b'at' b'et' b'odio' b'nibh' b'tempus' b'nec' b'id' b'tempus' b'in' b'eu' b've' b'urna' b'a'.|accept;7432898|B'nunc' b'mi' b'in' b'per'.|reject;7432867|B'elit' b'ac' b'a' b'a' b'mollis' b'nam'.|accept
173465;7432903|B'quam' b'eu' b'a' b'a' b'a'.|reject;7432922|B'nunc' b'ut' b'a' b'a' b'a' b'a'.|accept;7433106|B'nisl' b'et' b'a' b'dui' b'varius' b'in' b'lorem' b'et' b'a'.|accept
173466;7432893|B'nisl' b'ad' b'cubilia' b'elit' b'a' b'a' b'fames' b'a'.|accept;7432905|B'ante' b'in' b'et' b'diam' b'dis' b'ut' b'eu' b'vel' b'a' b'eu' b'eni'.|reject;7433043|B'cras' b'at' b'a' b'pede' b'ac' b'a' b'auctor' b'curae' b'eni' b'cum' b'in'.|accept
173467;7432868|B'enim' b'in' b'ut'.|accept;7432919|B'quis' b'mi' b'a' b'mi' b'nibh'.|reject;7433052|B'amet' b'in' b'mi' b'hac'.|accept
173468;7432893|B'diam' b'id'.|accept;7433102|B'elit' b've' b'a'.|accept;7432931|B'quis' b'id' b'a' b'a' b'a' b'justo' b'cras'.|reject
173476;7432925|B'nunc' b'ad' b'a' b'a' b'a' b'feugiat'.|accept;7432917|B'cras' b'ut' b'a' b'a' b'metus' b'mi' b'a' b'netus'.|reject;7432948|B'pede' b've'.|accept
173478;7433057|B'amet' b'mi' b'a' b'a' b'aenean' b'eni'.|accept;7433011|B'odio' b'id' b've' b'class' b'mi' b'a' b'eni'.|reject;7432953|B'orci' b'mi' b'ac' b'mi' b'ad' b'a' b'a' b'a' b'a'.|accept
173480;7433073|B'nisi' b'ad'.|reject;7433080|B'orci' b'ut' b'a' b'a' b'quis' b'ut' b'a' b'per' b'a' b'non'.|accept;7432963|B'urna' b'ac'.|accept
173481;7432992|B'orci' b've' b'a' b'justo' b'diam' b'tortor' b'hac' b'a' b'commodo' b'a' b'ac' b'a' b'a'.|accept;7432873|B'duis' b'ut' b'a' b'vulputate'.|reject;7432941|B'orci' b'ut' b'a' b'in' b'ligula' b'a'.|accept
173485;7433021|B'eros' b'ut' b'a' b'a' b'a' b'a' b'cum' b'leo' b'ad' b'sodales'.|accept;7432982|B'eros' b'ac' b'a' b'a' b'proin' b'cras'.|reject;7433058|B'nisl' b've' b'mi' b'a'.|accept
173492;7433076|B'nisl' b'mi' b'a' b'leo' b'a' b'est' b'lorem' b'congue' b'a'.|reject;7433026|B'cras' b'at' b'rhoncus' b'enim' b'a' b'a' b'cum' b'leo' b'ad' b'cras' b'eros'.|accept;7432897|B'cras' b'ad' b'enim' b'lacus' b'sollicitudin'.|accept
173494;7433033|B'nisi' b'in' b'conubia' b'a' b'justo' b'per'.|accept;7433054|B'elit' b'ad'.|reject;7433029|B'eros' b'et' b'eu' b'etiam' b'a'.|accept
173495;7433067|B'nunc' b'in' b'odio' b'ac' b'id' b'per' b'cum' b'a' b'a'.|accept;7432878|B'nunc' b've'.|accept;7433066|B'eros' b'id' b'a' b'eros' b'odio' b'a' b'a' b'a' b'a' b'dis'.|reject
173496;7433023|B'enim' b'in' b'a'.|reject;7433003|B'diam' b'at'.|accept;7433026|B'ante' b'ut'.|accept
173501;7432900|B'enim' b'et' b'eget' b'per' b'a' b'a' b'et'.|accept;7433070|B'nunc' b'id'.|reject;7433026|B'erat' b'ad'.|accept
173502;7432981|B'orci' b'id' b'a' b'sit' b'a' b'sem' b'morbi'.|reject;7432984|B'quis' b'ut' b'et' b'nec' b'aliquet' b'at' b'a' b'a' b'mollis' b'a'.|accept;7433067|B'ante' b'ut' b'a' b'a'.|accept
173503;7433010|B'cras' b'at'.|reject;7433108|B'cras' b'et' b'a' b'a' b'ipsum' b'ultrices' b'augue' b'a' b'metus' b'a' b'metus'.|accept;7433075|B'elit' b'ut' b'a' b'vitae'.|accept
173504;7433085|B'urna' b'at' b'a' b'class' b'a' b'venenatis' b'a' b'orci' b'a'.|accept;7433052|B'nibh' b'ac' b'at' b'in'.|reject;7432966|B'nisi' b'eu' b'a' b'mi' b'libero' b'a'.|accept
173507;7432997|B'eget' b'id' b'a' b'a' b've' b'a' b'at' b'rutrum' b'massa' b'dui' b'eni' b'a' b'mauris'.|accept;7432960|B'nibh' b'et' b'ac' b'a' b'in' b'a' b'in' b'a' b'mi' b'tincidunt'.|reject;7433034|B'enim' b'at' b'mi' b'a'.|accept
173510;7432965|B'nunc' b'in'.|reject;7433095|B'diam' b'eu' b'a' b'cum' b'nec' b'ornare' b'dis' b'nam' b'eu'.|accept;7432910|B'quis' b'ad' b'a' b'a' b'a' b'quam' b'a' b'duis' b'a' b'a' b'a' b'iaculis' b'a'.|accept
173512;7433069|B'nisi' b'ut' b'a' b'conubia'.|accept;7432973|B'orci' b'ad'.|accept;7433031|B'orci' b'ut' b'pretium' b'netus' b'id' b'ut' b'magnis' b'ut'.|reject
173513;7433012|B'amet' b'et' b'a' b'a' b'magna' b'a' b'quam' b'mi' b'cras'.|reject;7433002|B'eros' b'id' b'a' b'congue' b'a' b'dignissim' b'ut' b'a' b'tortor' b'lectus' b'a' b'volutpat'.|accept;7433036|B'arcu' b'ad' b'laoreet' b'risus' b'odio'.|accept
173514;7433100|B'ante' b'et' b'a'.|accept;7432958|B'amet' b've'.|accept;7433012|B'urna' b'at' b'a' b've' b'hac' b'ridiculus'.|reject
173515;7432918|B'eget' b'ac' b'a' b'curae' b'ad' b'aenean' b'dictumst' b'a' b'eni'.|accept;7432984|B'enim' b'at' b'et' b'nam' b'ac' b'quam' b'a' b'cras' b'a' b'a' b'venenatis'.|accept;7433084|B'duis' b'mi' b'a' b'pede'.|reject
173517;7433095|B'ante' b'eu' b'a' b'porta' b'eleifend' b'vitae' b'ut' b'ac' b'nam'.|reject;7433014|B'quis' b'in' b'a' b'enim' b'a' b'a'.|accept;7432977|B'orci' b'id' b'a'.|accept
173524;7433067|B'arcu' b'ut' b'a' b'orci' b'sit' b'a' b'orci' b'a' b'ipsum' b'a' b'sit' b'mi' b'egestas'.|accept;7433098|B'orci' b'eu' b'ut' b'eleifend' b'a' b'a' b'et' b'ad'.|accept;7432891|B'arcu' b'et' b'a' b'erat' b'a'.|reject
173532;7433071|B'erat' b've'.|accept;7432870|B'nunc' b'in'.|accept;7433111|B'nisl' b'mi' b'dapibus' b'torquent' b'nam' b'a' b'quam' b'a' b'conubia' b'luctus' b'id' b'ut' b'eu' b'et' b'hac'.|reject
173533;7432932|B'nunc' b'ut' b'ac' b'urna' b'netus' b'eros' b'quis' b'a'.|accept;7432946|B'nisl' b'ad' b'a' b'diam'.|accept;7433046|B'ante' b'et' b'a' b'a' b'a' b'mollis' b'a' b'cum' b'a' b'vivamus' b'hac'.|reject
173534;7433049|B'elit' b'eu' b'a' b'sociis'.|reject;7433078|B'odio' b'at' b'a' b'a'.|accept;7433071|B'nunc' b'at' b'a' b'et' b'a'.|accept
173538;7433066|B'arcu' b'at' b'a' b'a'.|reject;7432993|B'cras' b'mi' b'commodo' b'praesent' b'mus'.|accept;7433046|B'diam' b'et' b'a' b'habitant'.|accept
173540;7432938|B'quam' b'ut'.|accept;7432888|B'duis' b'mi'.|accept;7433086|B'arcu' b'mi' b'a' b'a' b've' b'sem'.|reject
173544;7432881|B'amet' b'ad'.|accept;7432993|B'elit' b'eu' b'a' b'a' b'a'.|accept;7433004|B'urna' b'et'.|reject
173548;7432977|B'elit' b'ac' b'a' b'per' b'platea' b'curae' b'dis' b'a' b'arcu' b'a' b'a'.|reject;7432923|B'elit' b'mi'.|accept;7432896|B'orci' b'et' b'a' b'montes' b'a' b'nunc'.|accept
173555;7433007|B'cras' b'eu' b'a' b'auctor'.|reject;7432937|B'nunc' b'in' b'ut' b'a' b'neque' b'vivamus' b'luctus'.|accept;7433041|B'orci' b'ut' b'a' b'turpis' b'at' b'a' b'class' b'a'.|accept
173556;7433061|B'eros' b'ut' b'a' b'in' b'ac' b'sem' b'a' b'a' b'nec' b'congue' b'nec'.|accept;7433046|B'erat' b'at' b'cras' b'at' b'et' b'sed' b'sit' b'taciti'.|reject;7432927|B'eros' b've' b'a' b'massa' b'a' b'habitasse' b'a' b'amet' b'a'.|accept
173558;7432957|B'urna' b'in' b'a' b'mauris' b'id' b'hac' b'in' b'viverra' b'a' b'ut' b've' b'a' b'tempus' b'metus'.|accept;7433091|B'pede' b'in'.|reject;7432902|B'pede' b'in' b'lacinia' b'elit'.|accept
173565;7432915|B'pede' b'ut' b've' b'a' b'dis' b'a' b'nec' b'a' b'morbi' b'quis' b'a' b'id'.|accept;7433075|B'odio' b'in' b'aliquam' b'morbi' b'duis' b'quam' b'urna' b'sed' b'a' b'a' b'a' b'cum' b'urna'.|accept;7433017|B'ante' b'id'.|reject
173566;7433071|B'diam' b'ut' b'a' b'a' b'eni' b'a' b'nam' b'nisl' b'urna' b'sem' b'a'.|accept;7432953|B'elit' b'at'.|accept;7432998|B'nisi' b'eu' b'a' b'a' b'a' b'in' b'a' b'mi' b'a' b'urna'.|reject
173568;7432916|B'enim' b'in' b'a' b'a' b'per' b've'.|accept;7433005|B'enim' b'eu' b'a' b'torquent' b'a' b'sem' b'fringilla'.|reject;7432879|B'arcu' b'mi' b'ut' b'torquent' b'a' b'non' b'enim' b'nunc'.|accept
173569;7433000|B'nisi' b'in'.|accept;7433011|B'orci' b'ut'.|reject;7432928|B'quis' b'mi' b'eros' b've'.|accept
173570;7433095|B'pede' b'eu' b'a' b'vel' b'semper' b'nostra' b'sollicitudin' b'a' b'et' b'eni' b'facilisis' b'cursus' b'id' b'congue'.|accept;7432930|B'ante' b'eu'.|reject;7432865|B'orci' b'in' b'a' b'a' b'a' b'a' b'lacus' b'erat' b'nibh' b'dui' b'eu' b'a' b'tempor'.|accept
173571;7432888|B'arcu' b'at' b'a' b'a' b'a' b'a'.|accept;7433113|B'odio' b'ac' b'a' b'vel' b'a' b'nam'.|accept;7433092|B'pede' b've' b'a' b'a' b'nam' b'elit' b'a' b'a' b'risus'.|reject
173574;7432901|B'pede' b'mi' b've' b'sem' b'a' b'ad' b'ipsum' b'turpis' b'a' b'sem'.|reject;7433050|B'diam' b'id' b'a' b'id' b'risus' b'id' b'enim' b'a' b'a' b'a' b'a'.|accept;7432914|B'duis' b've' b'a' b'eni' b'porttitor' b'eros' b'at' b'a' b'a' b'a' b'aptent' b'massa'.|accept
173575;7432916|B'amet' b'mi' b'a' b'primis' b'mauris' b'eu' b'massa'.|accept;7433039|B'nisi' b'eu' b'a' b'nisi' b'eu' b'in' b'a' b'vel' b'mollis' b'a' b've' b'ornare' b'urna' b'et' b'a'.|accept;7433045|B'quis' b'mi' b'a' b've'.|reject
173581;7433044|B'nibh' b'ac' b'id' b'est' b'nec' b'mi' b'rhoncus'.|accept;7432885|B'nibh' b'at' b'a' b'a' b'et' b'tempor' b'est' b'eu' b'a'.|accept;7432924|B'odio' b'mi' b'a' b'a' b'dignissim' b'sollicitudin'.|reject
173583;7433018|B'arcu' b'ac' b'a' b'a' b'mi' b'dui' b'aliquam' b've' b'a'.|reject;7433107|B'orci' b'ac' b'a' b'laoreet' b'a' b'ornare' b'dapibus'.|accept;7432984|B'pede' b'ac' b'a'.|accept
173584;7433035|B'orci' b'ad' b'et' b'a' b'a' b'tortor' b'a' b'ac' b'sem' b'at' b'porta' b'in'.|accept;7433081|B'arcu' b've' b'a' b'a' b'a' b'a' b'at'.|reject;7433049|B'nisl' b'ac'.|accept
173585;7432906|B'ante' b'in' b'ac' b'per' b'mi' b'eu' b'etiam' b'luctus'.|accept;7433083|B'nibh' b'et' b'a'.|accept;7433087|B'nunc' b'at'.|reject
173590;7433011|B'elit' b'et' b'id' b'a' b'vitae' b'vel' b'cubilia' b'proin'.|reject;7433009|B'diam' b'et' b'a' b'aenean' b'at' b'mus'.|accept;7433058|B'orci' b'id' b'a' b'a' b'sapien' b'a'.|accept
173591;7432866|B'eros' b'ac' b'a' b'auctor' b'a' b've'.|reject;7432890|B'odio' b'ut'.|accept;7433030|B'elit' b'ut'.|accept
173592;7432986|B'nisi' b'eu' b'a' b'mus' b'ante' b'nec' b'a' b'a' b'porta'.|accept;7432896|B'erat' b'at' b'mi' b'odio' b'dictum' b'a' b'a' b'mi' b'ut' b'a' b'auctor' b'at' b'a' b'at' b'congue'.|reject;7432979|B'eros' b'et'.|accept
173593;7433024|B'pede' b'id' b'a' b'a' b'a' b'sociis' b'non' b'a' b'a' b'a' b'lacus'.|accept;7433022|B'odio' b'mi' b'a' b'a'.|reject;7432944|B'nunc' b'id' b'a' b'a' b'facilisis' b'a' b've' b'maecenas' b'a' b'sed' b'luctus'.|accept
173594;7433074|B'nibh' b'eu'.|accept;7433091|B'orci' b'ut'.|reject;7433070|B'diam' b'ac' b'quis' b'pede' b'sapien' b'a' b'a' b'ad' b'vel'.|accept
173599;7432978|B'diam' b'at' b'a' b'a' b'dui' b'a' b'a' b'a' b'a' b'a' b've' b'amet' b'per' b'a' b'a' b'urna' b'et'.|accept;7432888|B'nisi' b'id' b'a' b'accumsan' b'sollicitudin' b'quis' b'a' b'est' b'a' b'placerat' b'odio' b'ad' b'a'.|reject;7433002|B'quis' b've'.|accept
173602;7433002|B'quis' b'et' b'a' b'lacinia' b'commodo' b'a' b'montes' b'a' b'dictum' b've' b'a' b'a'.|accept;7432993|B'nibh' b've' b'a' b'a' b'a' b'a' b'integer' b'hac' b'in' b'neque'.|accept;7432889|B'nisl' b'ac' b'a' b'lacus' b'lorem' b'a' b'mi' b'fames' b'a' b'a' b'ligula'.|reject
173608;7432948|B'nunc' b'ac' b'a' b'a'.|reject;7433060|B'cras' b'id' b'a' b'a' b'aptent' b'a'.|accept;7433089|B'pede' b'at' b'ad' b'nam' b'a' b'ipsum' b'a' b'a' b'a'.|accept
173611;7432895|B'nisi' b'eu' b'aliquet' b'vitae' b'a'.|reject;7432982|B'urna' b'at'.|accept;7433104|B'amet' b'ut'.|accept
173616;7433082|B'nisi' b'ac' b'in' b'a' b'nec' b'a' b'non' b'hac' b'a' b'a' b'a' b'diam' b'a'.|accept;7432885|B'eget' b'et' b'a' b'amet' b'a' b've' b'nec' b'ligula' b've' b'class'.|reject;7433000|B'cras' b'ut' b'a' b'a' b'a' b'id' b'taciti' b'a' b'est' b'aptent' b'laoreet'.|accept
173621;7433060|B'arcu' b'ut'.|reject;7433039|B'orci' b'et'.|accept;7433029|B'duis' b'id' b'ad' b'dui' b'ut' b'duis' b'a' b'mauris' b'curae' b'a'.|accept
173622;7432954|B'odio' b'mi' b'a' b'a' b'a' b'hendrerit' b'a' b'nibh' b'hac' b'a' b'a' b'a' b'dis' b'a' b'etiam'.|accept;7433014|B'pede' b'at' b'a' b'nam' b'in' b'potenti' b'orci' b'a' b'sodales' b'potenti'.|accept;7432937|B'nibh' b'id' b'ut'.|reject
173624;7433008|B'nibh' b'eu' b'a' b'sem' b'a' b'nulla' b'a' b'velit' b'nostra'.|accept;7432979|B'arcu' b'ad' b'a' b'est' b'a' b'a'.|accept;7432977|B'odio' b've' b'a' b'a' b'a' b've' b'ac' b'massa' b'in' b'per' b'a' b'ligula' b'eu'.|reject
173625;7433071|B'duis' b'ut'.|reject;7432929|B'enim' b'at' b'viverra' b'donec' b'odio' b'a' b'elementum'.|accept;7433036|B'elit' b'in'.|accept
173628;7432977|B'orci' b've' b'in' b'risus' b'egestas' b'per' b'class'.|accept;7433049|B'diam' b'eu' b'a'.|reject;7432951|B'elit' b'ut' b'a' b'sed' b'felis' b'aliquam' b'non' b'a' b'mi' b'nec' b'porta' b'tellus' b'justo' b'nec'.|accept
173629;7433112|B'nisl' b'eu' b'id' b'sem' b'cum' b'a' b'a' b'a'.|reject;7433011|B'elit' b'ad' b'mi' b'nibh' b'sit'.|accept;7433057|B'pede' b'ac' b'a' b'nunc' b'mi'.|accept
173635;7432894|B'erat' b'id' b've' b'a' b'varius' b'hac' b'ipsum' b'sociis' b'dis' b'augue' b'nullam'.|accept;7432987|B'arcu' b'ut' b'a' b'id'.|reject;7432993|B'quam' b'ut' b'a' b'a' b'a' b'a' b'a'.|accept
173638;7433004|B'erat' b'at' b've' b'neque' b'tempus'.|reject;7432891|B'urna' b'eu' b'a' b'id' b'cursus' b'fusce' b'dui' b'sed' b'luctus'.|accept;7433112|B'nisi' b'mi' b'a' b'a' b'pede'.|accept
173639;7432966|B'amet' b'id' b'a' b'dis' b'magna' b've'.|reject;7433090|B'nunc' b'at' b'a' b'est' b'justo' b'montes' b'dui' b'class' b'taciti' b'non' b'a'.|accept;7432971|B'quis' b'in' b'a'.|accept
173641;7432958|B'nisl' b'mi' b'a' b'pede' b'a' b'a' b'aptent'.|reject;7433040|B'quam' b'in' b'a' b'a' b'a' b'a' b'a'.|accept;7432942|B'nisi' b'mi'.|accept
173642;7433028|B'duis' b'ad' b'a' b'a' b'vulputate' b'dapibus' b'a' b'auctor'.|accept;7433045|B'nunc' b'ac' b've' b'cum' b'eleifend' b'ut' b'nam' b'ac' b'varius' b'a'.|accept;7433021|B'elit' b'id'.|reject
173644;7432870|B'amet' b'ad' b'a' b'a' b'a' b'a' b'elit' b'a' b'a' b'dictum' b'a'.|accept;7433104|B'erat' b'ac' b'a'.|reject;7433107|B'erat' b'ac' b'eu' b'nisl' b'nam'.|accept
173645;7432947|B'odio' b've' b'a' b'eu'.|reject;7433082|B'nisl' b'ad' b'a' b'a' b'a' b'quis' b'dui'.|accept;7432990|B'pede' b'ut' b'a' b'at' b've' b'litora' b'rutrum' b'id' b'a' b'leo' b'a' b'a' b'fusce' b'libero' b'a'.|accept
173646;7433043|B'eget' b'mi' b'a' b'leo'.|accept;7433061|B'nisi' b've' b'a' b'a' b'a' b'at'.|reject;7432885|B'enim' b'at' b'a' b'urna' b'eros'.|accept
173648;7432876|B'cras' b'in' b'et' b'vel' b'a' b'in' b'a' b'luctus' b'viverra'.|accept;7432976|B'amet' b'et' b'posuere' b'dolor' b'ad' b'a' b'tellus' b'euismod'.|reject;7433101|B'quam' b've' b'a' b'ipsum' b'a' b'nam'.|accept
173663;7433003|B'nisl' b'ac' b'in' b'eni' b'a'.|accept;7432924|B'urna' b've' b'quisque' b'facilisi' b'vel' b'a'.|reject;7433084|B'ante' b'mi' b'a' b'a' b'vitae' b'metus' b'mi'.|accept
